Result Number;Widget;Data Source;Result Row;Source Page URL;stato;comune;provincia;regione;provincia_scr;comune_scr;tipo_scr;Categoria;Sottocategoria;Ente destinatario;Dettaglio bene;Decreto destinazione
9536;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9536;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6202&tipo=0&stato=2&page=3;2;6202;76;15;NA;Giugliano In Campania;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Guardia di Finanza;;
9537;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9537;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6202&tipo=0&stato=2&page=3;2;6202;76;15;NA;Giugliano In Campania;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Guardia di Finanza;;
9538;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9538;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6202&tipo=0&stato=2&page=3;2;6202;76;15;NA;Giugliano In Campania;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Guardia di Finanza;;
9539;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9539;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6202&tipo=0&stato=2&page=3;2;6202;76;15;NA;Giugliano In Campania;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Guardia di Finanza;;
9540;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9540;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6202&tipo=0&stato=2&page=3;2;6202;76;15;NA;Giugliano In Campania;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Guardia di Finanza;;
9541;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9541;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6202&tipo=0&stato=2&page=3;2;6202;76;15;NA;Giugliano In Campania;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Guardia di Finanza;;
9542;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9542;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6202&tipo=0&stato=2&page=3;2;6202;76;15;NA;Giugliano In Campania;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Guardia di Finanza;;
9543;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9543;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6202&tipo=0&stato=2&page=3;2;6202;76;15;NA;Giugliano In Campania;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Guardia di Finanza;;
9544;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9544;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6202&tipo=0&stato=2&page=3;2;6202;76;15;NA;Giugliano In Campania;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Guardia di Finanza;;
9545;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9545;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6202&tipo=0&stato=2&page=3;2;6202;76;15;NA;Giugliano In Campania;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Guardia di Finanza;;
9546;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9546;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6202&tipo=0&stato=2&page=3;2;6202;76;15;NA;Giugliano In Campania;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Guardia di Finanza;;
9547;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9547;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6202&tipo=0&stato=2&page=3;2;6202;76;15;NA;Giugliano In Campania;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Guardia di Finanza;;
9788;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9788;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=5;2;1772;13;3;MI;Milano;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;
9789;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9789;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=5;2;1772;13;3;MI;Milano;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;
9790;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9790;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=5;2;1772;13;3;MI;Milano;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;
9791;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9791;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=5;2;1772;13;3;MI;Milano;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/412%20a%20414.pdf
9792;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9792;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=5;2;1772;13;3;MI;Milano;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;
9793;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9793;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=5;2;1772;13;3;MI;Milano;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;
9794;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9794;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=5;2;1772;13;3;MI;Milano;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;
9795;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9795;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=5;2;1772;13;3;MI;Milano;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;
9796;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9796;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=5;2;1772;13;3;MI;Milano;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Comuni;;
9797;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9797;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=5;2;1772;13;3;MI;Milano;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;
9798;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9798;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=5;2;1772;13;3;MI;Milano;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Comuni;;
9799;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9799;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=5;2;1772;13;3;MI;Milano;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;
9800;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9800;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=5;2;1772;13;3;MI;Milano;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;
9801;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9801;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=5;2;1772;13;3;MI;Milano;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Comuni;;
9802;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9802;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=5;2;1772;13;3;MI;Milano;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Comuni;;
9803;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9803;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=5;2;1772;13;3;MI;Milano;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Comuni;;
9804;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9804;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=5;2;1772;13;3;MI;Milano;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Comuni;;
9805;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9805;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=5;2;1772;13;3;MI;Milano;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Comuni;;
9806;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9806;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=5;2;1772;13;3;MI;Milano;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Comuni;;
9807;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9807;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=5;2;1772;13;3;MI;Milano;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Comuni;;
9808;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9808;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=5;2;1772;13;3;MI;Milano;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Comuni;;
9809;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9809;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=5;2;1772;13;3;MI;Milano;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Comuni;;
9810;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9810;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=5;2;1772;13;3;MI;Milano;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Comuni;;
9811;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9811;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=5;2;1772;13;3;MI;Milano;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Comuni;;
9812;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9812;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=5;2;1772;13;3;MI;Milano;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Comuni;;
9813;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9813;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=5;2;1772;13;3;MI;Milano;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Comuni;;
9814;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9814;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=5;2;1772;13;3;MI;Milano;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Comuni;;
9815;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9815;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=5;2;1772;13;3;MI;Milano;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Comuni;;
9816;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9816;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=5;2;1772;13;3;MI;Milano;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Comuni;;
9817;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9817;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=5;2;1772;13;3;MI;Milano;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Comuni;;
9848;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9848;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=3;2;1772;13;3;MI;Milano;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/375%20a%20404.pdf
9849;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9849;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=3;2;1772;13;3;MI;Milano;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/375%20a%20404.pdf
9850;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9850;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=3;2;1772;13;3;MI;Milano;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/375%20a%20404.pdf
9851;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9851;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=3;2;1772;13;3;MI;Milano;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/375%20a%20404.pdf
9852;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9852;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=3;2;1772;13;3;MI;Milano;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/375%20a%20404.pdf
9853;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9853;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=3;2;1772;13;3;MI;Milano;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/375%20a%20404.pdf
9854;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9854;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=3;2;1772;13;3;MI;Milano;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/375%20a%20404.pdf
9855;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9855;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=3;2;1772;13;3;MI;Milano;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/412%20a%20414.pdf
9856;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9856;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=3;2;1772;13;3;MI;Milano;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
9857;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9857;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=3;2;1772;13;3;MI;Milano;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
9858;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9858;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=3;2;1772;13;3;MI;Milano;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/412%20a%20414.pdf
9859;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9859;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=3;2;1772;13;3;MI;Milano;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
9860;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9860;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=3;2;1772;13;3;MI;Milano;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
9861;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9861;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=3;2;1772;13;3;MI;Milano;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
9862;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9862;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=3;2;1772;13;3;MI;Milano;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
9863;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9863;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=3;2;1772;13;3;MI;Milano;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
9864;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9864;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=3;2;1772;13;3;MI;Milano;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
9865;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9865;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=3;2;1772;13;3;MI;Milano;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
9866;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9866;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=3;2;1772;13;3;MI;Milano;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/546.pdf
9867;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9867;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=3;2;1772;13;3;MI;Milano;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Carabinieri;;
9868;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9868;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=3;2;1772;13;3;MI;Milano;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Carabinieri;;
9869;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9869;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=3;2;1772;13;3;MI;Milano;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Carabinieri;;
9870;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9870;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=3;2;1772;13;3;MI;Milano;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Carabinieri;;
9871;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9871;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=3;2;1772;13;3;MI;Milano;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Carabinieri;;
9872;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9872;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=3;2;1772;13;3;MI;Milano;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Carabinieri;;
9873;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9873;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=3;2;1772;13;3;MI;Milano;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Carabinieri;;
9874;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9874;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=3;2;1772;13;3;MI;Milano;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Carabinieri;;http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/95.pdf
9875;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;9875;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1772&tipo=0&stato=2&page=3;2;1772;13;3;MI;Milano;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Carabinieri;;
